""	"d"	"p"	"c"	"o"	"f"	"g"
"OTU_8289"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_8290"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_8291"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_8292"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8293"	"Bacteria"	"SR1"	"SR1 [P]"	"SR1 [P]"	"SR1 [P]"	"SR1 genera (is)"
"OTU_8294"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8295"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_8296"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp12"	"Acidobacteria Gp12 [C]"	"Acidobacteria Gp12 [C]"	"Acidobacteria Gp12 [C]"
"OTU_8297"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_8298"	"Bacteria"	"Actinobacteria"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"
"OTU_8299"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria [C]"	"Actinobacteria [C]"	"Actinobacteria [C]"
"OTU_8300"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8301"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8302"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8303"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8304"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8305"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8306"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8307"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"
"OTU_8308"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8309"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8310"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8311"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8312"	"Bacteria"	"Actinobacteria"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"
"OTU_8313"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_8314"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"
"OTU_8315"	"Bacteria"	"Actinobacteria"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"
"OTU_8316"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria [C]"	"Actinobacteria [C]"	"Actinobacteria [C]"
"OTU_8317"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8318"	"Bacteria"	"Actinobacteria"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"
"OTU_8319"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8320"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8321"	"Bacteria"	"Actinobacteria"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"
"OTU_8322"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8323"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8324"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8325"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8326"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"
"OTU_8327"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8328"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8329"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8330"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"
"OTU_8331"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"
"OTU_8332"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_8333"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_8334"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiellaceae [F]"
"OTU_8335"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_8336"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8337"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_8338"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_8339"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Aquicella"
"OTU_8340"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8341"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8342"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp23"	"Acidobacteria Gp23 [C]"	"Acidobacteria Gp23 [C]"	"Acidobacteria Gp23 [C]"
"OTU_8343"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8344"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8345"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8346"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"
"OTU_8347"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"
"OTU_8348"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_8349"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_8350"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_8351"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_8352"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_8353"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"
"OTU_8354"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_8355"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_8356"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8357"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp13"	"Acidobacteria Gp13 [C]"	"Acidobacteria Gp13 [C]"	"Gp13"
"OTU_8358"	"Bacteria"	"SR1"	"SR1 [P]"	"SR1 [P]"	"SR1 [P]"	"SR1 [P]"
"OTU_8359"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Myxococcales [O]"	"Myxococcales [O]"
"OTU_8360"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8361"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp4"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"
"OTU_8362"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8363"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Desulfuromonadales [O]"	"Desulfuromonadales [O]"
"OTU_8364"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Desulfuromonadales [O]"	"Desulfuromonadales [O]"
"OTU_8365"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8366"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_8367"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp7"	"Acidobacteria Gp7 [C]"	"Acidobacteria Gp7 [C]"	"Acidobacteria Gp7 [C]"
"OTU_8368"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp7"	"Acidobacteria Gp7 [C]"	"Acidobacteria Gp7 [C]"	"Acidobacteria Gp7 [C]"
"OTU_8369"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8370"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8371"	"Bacteria"	"Acidobacteria"	"Holophagae"	"Holophagae [C]"	"Holophagae [C]"	"Holophagae [C]"
"OTU_8372"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8373"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8374"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8375"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8376"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8377"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8378"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8379"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8380"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp15"	"Acidobacteria Gp15 [C]"	"Acidobacteria Gp15 [C]"	"Acidobacteria Gp15 [C]"
"OTU_8381"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp1"	"Acidobacteria Gp1 [C]"	"Acidobacteria Gp1 [C]"	"Acidobacteria Gp1 [C]"
"OTU_8382"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp1"	"Acidobacteria Gp1 [C]"	"Acidobacteria Gp1 [C]"	"Acidobacteria Gp1 [C]"
"OTU_8383"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_8384"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8385"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8386"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8387"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8388"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8389"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"
"OTU_8390"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"
"OTU_8391"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8392"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8393"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8394"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8395"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8396"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8397"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8398"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8399"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"
"OTU_8400"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8401"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8402"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8403"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8404"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8405"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8406"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"
"OTU_8407"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp4"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"
"OTU_8408"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_8409"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp17"	"Acidobacteria Gp17 [C]"	"Acidobacteria Gp17 [C]"	"Gp17"
"OTU_8410"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8411"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8412"	"Bacteria"	"Firmicutes"	"Firmicutes [P]"	"Firmicutes [P]"	"Firmicutes [P]"	"Firmicutes [P]"
"OTU_8413"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8414"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8415"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8416"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8417"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8418"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8419"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8420"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8421"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8422"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8423"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8424"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8425"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8426"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"
"OTU_8427"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8428"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes [P]"	"Armatimonadetes [P]"	"Armatimonadetes [P]"	"Armatimonadetes gp2"
"OTU_8429"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8430"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"
"OTU_8431"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8432"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria genera (is)"
"OTU_8433"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8434"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8435"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8436"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8437"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8438"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8439"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8440"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8441"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8442"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8443"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8444"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8445"	"Bacteria"	"(cd) WPS-2"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"
"OTU_8446"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8447"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8448"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8449"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8450"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8451"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8452"	"Bacteria"	"(cd) WPS-2"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"
"OTU_8453"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8454"	"Bacteria"	"(cd) WPS-1"	"(cd) WPS-1 [P]"	"(cd) WPS-1 [P]"	"(cd) WPS-1 [P]"	"(cd) WPS-1 [P]"
"OTU_8455"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8456"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8457"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8458"	"Bacteria"	"(cd) WPS-1"	"(cd) WPS-1 [P]"	"(cd) WPS-1 [P]"	"(cd) WPS-1 [P]"	"(cd) WPS-1 [P]"
"OTU_8459"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8460"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8461"	"Bacteria"	"Chloroflexi"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"
"OTU_8462"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"
"OTU_8463"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8464"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_8465"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_8466"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"
"OTU_8467"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"
